Year,Section Notation,Industry Section Name,Fuel,Value,Marker
1993,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.005,
1994,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.005,
1995,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.005,
1996,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.006,
1997,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.006,
1998,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.006,
1999,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.006,
2000,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.006,
2001,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.006,
2002,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.006,
2003,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.006,
2004,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.006,
2005,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.008,
2006,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.006,
2007,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.007,
2008,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.005,
2009,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.003,
2010,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.003,
2011,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.003,
2012,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.003,
2013,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.003,
2014,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.003,
2015,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.003,
2016,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.004,
2017,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.003,
2018,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.003,
2019,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.003,
2020,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.003,
2021,C,Manufacture of cleaning & toilet preparations,Diesel oil for road vehicles (DERV),0.004,
1990,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.005,
1991,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.005,
1992,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.005,
1993,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.005,
1994,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.006,
1995,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.006,
1996,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.006,
1997,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.007,
1998,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.007,
1999,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.007,
2000,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.007,
2001,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.007,
2002,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.007,
2003,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.008,
2004,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.008,
2005,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.01,
2006,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.007,
2007,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.008,
2008,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.006,
2009,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.004,
2010,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.004,
2011,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.004,
2012,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.004,
2013,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.004,
2014,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.004,
2015,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.004,
2016,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.004,
2017,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.004,
2018,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.004,
2019,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.004,
2020,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.003,
2021,C,Manufacture of other chemical products,Diesel oil for road vehicles (DERV),0.003,
1990,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.003,
1991,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.003,
1992,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.004,
1993,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.004,
1994,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.005,
1995,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.005,
1996,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.005,
1997,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.006,
1998,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.006,
1999,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.006,
2000,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.006,
2001,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.006,
2002,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.006,
2003,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.006,
2004,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.006,
2005,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.007,
2006,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.006,
2007,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.006,
2008,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.005,
2009,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.003,
2010,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.003,
2011,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.003,
2012,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.003,
2013,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.002,
2014,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.002,
2015,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.002,
2016,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.002,
2017,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.002,
2018,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.002,
2019,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.002,
2020,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.001,
2021,C,Basic pharmaceutical products and pharmaceutical preparations,Diesel oil for road vehicles (DERV),0.001,
1990,C,Rubber products,Diesel oil for road vehicles (DERV),0.007,
1991,C,Rubber products,Diesel oil for road vehicles (DERV),0.007,
1992,C,Rubber products,Diesel oil for road vehicles (DERV),0.007,
1993,C,Rubber products,Diesel oil for road vehicles (DERV),0.007,
1994,C,Rubber products,Diesel oil for road vehicles (DERV),0.008,
1995,C,Rubber products,Diesel oil for road vehicles (DERV),0.008,
1996,C,Rubber products,Diesel oil for road vehicles (DERV),0.008,
1997,C,Rubber products,Diesel oil for road vehicles (DERV),0.009,
1998,C,Rubber products,Diesel oil for road vehicles (DERV),0.009,
1999,C,Rubber products,Diesel oil for road vehicles (DERV),0.009,
2000,C,Rubber products,Diesel oil for road vehicles (DERV),0.01,
2001,C,Rubber products,Diesel oil for road vehicles (DERV),0.01,
2002,C,Rubber products,Diesel oil for road vehicles (DERV),0.01,
2003,C,Rubber products,Diesel oil for road vehicles (DERV),0.011,
2004,C,Rubber products,Diesel oil for road vehicles (DERV),0.012,
2005,C,Rubber products,Diesel oil for road vehicles (DERV),0.012,
2006,C,Rubber products,Diesel oil for road vehicles (DERV),0.011,
2007,C,Rubber products,Diesel oil for road vehicles (DERV),0.011,
2008,C,Rubber products,Diesel oil for road vehicles (DERV),0.012,
2009,C,Rubber products,Diesel oil for road vehicles (DERV),0.011,
2010,C,Rubber products,Diesel oil for road vehicles (DERV),0.011,
2011,C,Rubber products,Diesel oil for road vehicles (DERV),0.012,
2012,C,Rubber products,Diesel oil for road vehicles (DERV),0.012,
2013,C,Rubber products,Diesel oil for road vehicles (DERV),0.013,
2014,C,Rubber products,Diesel oil for road vehicles (DERV),0.013,
2015,C,Rubber products,Diesel oil for road vehicles (DERV),0.014,
2016,C,Rubber products,Diesel oil for road vehicles (DERV),0.015,
2017,C,Rubber products,Diesel oil for road vehicles (DERV),0.016,
2018,C,Rubber products,Diesel oil for road vehicles (DERV),0.015,
2019,C,Rubber products,Diesel oil for road vehicles (DERV),0.015,
2020,C,Rubber products,Diesel oil for road vehicles (DERV),0.013,
2021,C,Rubber products,Diesel oil for road vehicles (DERV),0.015,
1990,C,Plastics products,Diesel oil for road vehicles (DERV),0.084,
1991,C,Plastics products,Diesel oil for road vehicles (DERV),0.083,
1992,C,Plastics products,Diesel oil for road vehicles (DERV),0.085,
1993,C,Plastics products,Diesel oil for road vehicles (DERV),0.087,
1994,C,Plastics products,Diesel oil for road vehicles (DERV),0.094,
1995,C,Plastics products,Diesel oil for road vehicles (DERV),0.095,
1996,C,Plastics products,Diesel oil for road vehicles (DERV),0.099,
1997,C,Plastics products,Diesel oil for road vehicles (DERV),0.104,
1998,C,Plastics products,Diesel oil for road vehicles (DERV),0.104,
1999,C,Plastics products,Diesel oil for road vehicles (DERV),0.106,
2000,C,Plastics products,Diesel oil for road vehicles (DERV),0.106,
2001,C,Plastics products,Diesel oil for road vehicles (DERV),0.105,
2002,C,Plastics products,Diesel oil for road vehicles (DERV),0.108,
2003,C,Plastics products,Diesel oil for road vehicles (DERV),0.112,
2004,C,Plastics products,Diesel oil for road vehicles (DERV),0.112,
2005,C,Plastics products,Diesel oil for road vehicles (DERV),0.109,
2006,C,Plastics products,Diesel oil for road vehicles (DERV),0.095,
2007,C,Plastics products,Diesel oil for road vehicles (DERV),0.087,
2008,C,Plastics products,Diesel oil for road vehicles (DERV),0.082,
2009,C,Plastics products,Diesel oil for road vehicles (DERV),0.074,
2010,C,Plastics products,Diesel oil for road vehicles (DERV),0.067,
2011,C,Plastics products,Diesel oil for road vehicles (DERV),0.066,
2012,C,Plastics products,Diesel oil for road vehicles (DERV),0.065,
2013,C,Plastics products,Diesel oil for road vehicles (DERV),0.064,
2014,C,Plastics products,Diesel oil for road vehicles (DERV),0.066,
2015,C,Plastics products,Diesel oil for road vehicles (DERV),0.068,
2016,C,Plastics products,Diesel oil for road vehicles (DERV),0.071,
2017,C,Plastics products,Diesel oil for road vehicles (DERV),0.071,
2018,C,Plastics products,Diesel oil for road vehicles (DERV),0.07,
2019,C,Plastics products,Diesel oil for road vehicles (DERV),0.068,
2020,C,Plastics products,Diesel oil for road vehicles (DERV),0.062,
2021,C,Plastics products,Diesel oil for road vehicles (DERV),0.069,
1990,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.028,
1991,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.027,
1992,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.028,
1993,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.028,
1994,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.03,
1995,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.03,
1996,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.031,
1997,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.033,
1998,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.032,
1999,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.032,
2000,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.032,
2001,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.031,
2002,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.031,
2003,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.031,
2004,C,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",Diesel oil for road vehicles (DERV),0.03,
